Doba;Godzina;Prognozowane zapotrzebowanie sieci;Wymagana rezerwa mocy OSP;Nadwy¿ka mocy dostêpna dla OSP (7) + (9) - [(3) - (12)] - (13);Moc dyspozycyjna JW i magazynów energii œwiadcz¹cych us³ugi bilansuj¹ce w ramach RB;Moc dyspozycyjna JW i magazynów energii œwiadcz¹cych us³ugi bilansuj¹ce w ramach RB dostêpna dla OSP;Przewidywana generacja JW i magazynów energii œwiadcz¹cych us³ugi bilansuj¹ce w ramach RB (3) - (9) - (12);Prognozowana generacja JW i magazynów energii nie œwiadcz¹cych us³ug bilansuj¹cych w ramach RB;Prognozowana sumaryczna generacja Ÿróde³ wiatrowych;Prognozowana sumaryczna generacja Ÿróde³ fotowoltaicznych;Planowane saldo wymiany miêdzysystemowej;Prognozowana wielkoœæ niedyspozycyjnoœci wynikaj¹ca z ograniczeñ sieciowych wystêpuj¹cych w sieci przesy³owej oraz sieci dystrybucyjnej w zakresie dostarczania energii elektrycznej;Przewidywana generacja zasobów wytwórczych nieobjêtych obowi¹zkami mocowymi;Obowi¹zki mocowe wszystkich jednostek rynku mocy
2023-02-01;01;17200;1757;4560;16936;11 168;6607;11461;7576;0;-868;0;14667;0
2023-02-01;02;16996;1721;5068;16583;11 173;6105;11531;7611;0;-640;0;14382;0
2023-02-01;03;16856;1741;5145;16582;11 396;6251;11558;7651;0;-953;0;14317;0
2023-02-01;04;16901;1752;5667;16582;11 961;6294;11575;7650;0;-969;0;14336;0
2023-02-01;05;16816;1795;5543;16577;12 314;6771;11515;7603;0;-1470;0;14860;0
2023-02-01;06;17533;1834;5421;16642;12 379;6957;11576;7595;0;-1001;0;15580;0
2023-02-01;07;19637;2060;4156;17537;13 274;9118;11659;7616;0;-1140;0;18276;0
2023-02-01;08;21213;2102;3454;17065;13 164;9710;11700;7648;17;-197;0;9442;23614
2023-02-01;09;22019;2184;2842;17094;13 193;10352;11737;7542;287;-69;0;9191;23614
2023-02-01;10;22229;2244;2624;17537;13 636;11012;11715;7365;637;-499;0;9160;23614
2023-02-01;11;22110;2235;2593;17217;13 316;10723;11670;7233;932;-284;0;9150;23614
2023-02-01;12;22280;2256;2744;17405;13 504;10761;11818;7303;1134;-298;0;9307;23614
2023-02-01;13;22238;2230;3101;17449;13 548;10447;11860;7340;1152;-69;0;9355;23614
2023-02-01;14;22115;2207;3133;17515;13 614;10481;11705;7192;1115;-72;0;9195;23614
2023-02-01;15;21625;2172;3287;17616;13 715;10428;11399;6992;875;-202;0;8879;23614
2023-02-01;16;21711;2146;2427;17225;13 324;10896;10888;6661;367;-73;0;8331;23614
2023-02-01;17;22164;2183;1819;17802;13 901;12081;10154;6105;3;-72;0;7606;23614
2023-02-01;18;22585;2216;1817;18258;14 357;12539;10124;5985;0;-79;0;7500;23614
2023-02-01;19;22260;2186;2363;18490;14 589;12226;10101;5984;0;-67;0;7512;23614
2023-02-01;20;22198;2165;2666;18599;14 698;12033;10120;6051;0;44;0;7575;23614
2023-02-01;21;21622;2101;3192;18586;14 685;11493;10075;6023;0;54;0;7546;23614
2023-02-01;22;20294;1971;4057;18298;14 397;10340;9971;5933;0;-17;0;7456;23614
2023-02-01;23;18925;1857;4601;17987;13 600;8998;9996;5981;0;-69;0;15991;0
2023-02-01;24;17729;1740;5759;17788;13 742;7983;9798;5809;0;-52;0;14760;0
2023-02-02;01;17062;1712;5137;16166;12 962;7825;9659;5601;0;-422;0;13873;0
2023-02-02;02;17144;1702;5151;16165;12 961;7810;9462;5401;0;-128;0;12963;0
2023-02-02;03;16997;1689;5356;16165;13 186;7830;9244;5186;0;-77;0;12856;0
2023-02-02;04;16960;1705;4938;16165;13 187;8248;8967;4896;0;-256;0;12990;0
2023-02-02;05;17226;1736;4687;16165;13 187;8499;8962;4921;0;-236;0;13459;0
2023-02-02;06;17740;1776;4732;16167;13 409;8677;9122;5064;0;-60;0;14295;0
